rhx;rhy;rhz;rwx;rwy;rwz;rex;rey;rez;lhx;lhy;lhz;lwx;lwy;lwz;lex;ley;lez;sx;sy;sz;hx;hy;hz;timestamp;phase rh;phase lh;phase rhlh
6.952.814;3.331.581;1.760.668;6.971.696;3.389.466;1.806.478;7.055.707;3.647.007;2.024.107;591.713;4.084.149;1.810.223;5.555.521;4.110.113;1.854.562;5.082.388;364.142;2.009.799;6.112.289;3.843.583;2.041.724;602.351;1.243.479;2.035.982;5412663;Hold;Rest;Preparation
6.958.156;332.972;1.761.925;6.976.477;3.386.194;1.807.702;705.818;3.638.036;2.025.655;5.903.768;4.083.502;1.812.462;5.542.768;4.108.797;1.857.014;5.088.676;3.630.929;2.013.508;6.110.059;3.844.323;2.041.576;6.021.077;1.243.903;2.035.749;5412694;Hold;Rest;Hold
696.021;3.328.409;1.762.949;6.978.349;3.384.609;1.809.846;7.057.454;3.629.692;2.028.169;5.885.309;4.096.271;1.813.612;552.484;4.125.602;185.824;5.090.398;3.629.952;2.014.749;6.110.761;3.844.871;2.041.576;6.016.584;1.244.782;2.035.425;5412725;Hold;Rest;Hold
6.961.336;3.326.679;1.763.646;6.979.461;338.239;1.810.816;7.058.112;362.413;2.029.306;5.880.643;4.095.669;1.814.249;5.519.891;4.124.026;1.858.812;5.092.524;3.627.997;2.016.114;6.110.167;3.845.107;2.041.533;6.014.633;1.245.264;203.534;5412756;Hold;Rest;Hold
6.961.731;3.325.416;1.763.643;6.979.779;3.380.902;1.811.432;7.057.152;3.618.781;2.030.123;5.879.267;4.093.871;1.814.508;5.518.098;4.122.166;1.858.939;5.093.846;3.626.505;2.016.655;6.109.155;3.845.254;2.041.481;6.012.246;1.245.874;2.035.035;5412803;Hold;Rest;Hold
6.963.326;3.324.012;17.638;6.981.223;3.379.695;1.813.614;7.054.986;36.092;2.032.742;587.676;409.155;181.464;5.515.282;4.118.896;1.858.995;509.522;3.624.185;2.017.325;6.107.305;3.845.534;2.041.417;6.009.278;1.246.952;2.034.631;5412834;Hold;Rest;Hold
6.963.476;3.323.459;1.763.812;6.981.166;33.784;1.813.781;7.053.906;3.604.323;2.033.074;5.875.491;4.088.908;181.427;5.514.233;411.728;1.858.672;5.095.812;3.624.203;2.017.407;6.107.358;3.846.051;2.041.348;6.007.655;1.248.713;2.034.264;5412866;Hold;Rest;Hold
6.925.643;318.502;16.929;6.989.862;3.287.525;1.767.419;7.052.579;3.603.523;2.030.758;5.869.248;4.082.892;1.815.103;5.507.833;4.114.197;1.859.374;5.095.215;3.617.023;2.018.207;6.105.656;3.846.647;2.041.228;6.006.688;1.248.969;203.423;5412897;Hold;Rest;Hold
6.925.606;3.184.937;1.692.896;6.989.825;3.287.442;1.767.414;7.052.703;3.603.707;2.030.736;586.882;4.075.202;1.814.636;5.506.755;4.109.233;1.858.613;5.095.912;3.616.576;2.018.254;6.103.801;3.847.415;2.041.142;6.004.744;1.249.002;2.034.059;5412928;Hold;Rest;Hold
6.924.479;3.184.918;1.693.495;6.988.697;3.287.422;1.768.014;705.333;360.569;20.293;5.867.051;4.067.572;1.814.138;550.538;4.108.921;1.857.993;5.097.147;3.618.307;2.018.193;6.103.233;3.852.412;2.040.867;6.002.504;1.250.161;2.033.896;5412959;Hold;Rest;Hold
6.962.231;3.299.719;1.769.712;6.976.295;334.329;1.804.142;7.059.547;3.601.215;2.021.766;5.865.999;4.061.339;1.813.359;550.597;4.106.176;1.857.617;5.098.733;3.617.878;2.018.229;6.103.423;385.255;2.040.832;6.000.249;1.249.584;203.365;5412991;Hold;Rest;Hold
6.963.834;3.297.556;1.769.847;6.977.671;3.341.019;1.803.843;7.060.575;360.143;2.021.347;5.864.249;4.056.545;1.812.563;5.506.117;4.104.074;1.857.321;5.099.726;3.617.514;2.018.249;6.103.034;3.852.605;2.040.791;6.000.176;1.249.595;2.033.644;5413038;Hold;Rest;Hold
6.965.346;3.295.921;1.770.145;6.978.897;3.339.696;1.804.223;7.059.882;3.601.308;2.021.696;5.862.744;4.048.739;1.811.238;5.507.048;4.102.206;18.565;5.102.121;3.617.975;2.017.888;6.102.842;3.852.717;2.040.733;5.999.538;1.249.566;2.033.668;5413069;Hold;Rest;Hold
6.968.514;3.292.594;1.770.671;6.981.353;3.336.348;1.804.197;7.059.283;3.601.924;2.021.503;586.185;4.046.852;1.810.632;5.506.681;4.102.991;1.855.929;5.103.354;3.619.698;2.017.607;6.102.824;3.852.526;2.040.681;5.999.419;1.249.961;2.033.555;5413100;Hold;Rest;Hold
6.968.821;3.290.237;1.770.734;6.981.341;3.331.435;1.802.976;7.060.463;3.591.769;2.020.534;5.860.453;4.045.461;1.810.004;5.507.116;4.102.584;1.855.826;5.104.472;3.619.791;2.017.637;6.102.582;3.851.807;2.040.652;5.998.107;1.249.603;2.033.531;5413131;Hold;Rest;Hold
696.702;3.253.618;1.768.919;701.801;3.269.317;1.776.099;7.058.632;3.590.983;2.018.388;585.713;4.043.733;1.810.331;5.504.075;4.099.789;1.856.292;5.102.509;3.617.806;2.018.317;6.102.295;3.852.477;2.040.561;5.997.869;1.249.779;2.033.519;5413163;Hold;Rest;Hold
6.963.309;3.236.685;176.656;7.013.891;326.806;1.775.368;7.062.478;3.615.143;2.010.484;5.854.514;4.042.158;1.810.342;5.502.194;4.099;1.856.493;5.101.254;3.617.596;2.018.654;6.101.095;3.855.975;2.040.326;5.997.359;1.250.227;2.033.468;5413194;Hold;Rest;Preparation
6.963.248;3.229.054;1.765.542;704.619;3.354.077;1.819.617;7.059.976;359.742;2.021.389;5.853.214;4.040.517;1.809.925;5.501.806;4.099.336;1.856.253;5.101.593;3.618.308;2.018.533;6.100.328;3.856.192;2.040.283;5.995.948;1.250.648;2.033.247;5413225;Hold;Rest;Preparation
6.961.535;3.224.553;176.432;7.047.522;3.379.131;1.839.425;7.136.409;3.746.983;2.088.614;5.852.987;4.038.982;1.809.946;5.501.688;4.098.953;1.856.249;510.173;3.618.097;2.018.578;6.099.874;3.855.675;204.025;5.995.705;1.250.882;2.033.103;5413256;Hold;Rest;Preparation
6.963.144;3.220.893;1.763.831;7.063.932;3.471.617;1.888.625;7.136.413;3.749.303;2.087.938;5.850.975;4.036.893;1.810.196;5.499.938;4.096.472;1.856.598;5.100.718;3.616.082;2.019.066;6.098.942;3.852.174;2.040.222;5.995.075;1.250.775;203.301;5413303;Hold;Rest;Preparation
6.967.652;3.214.333;1.763.671;7.027.811;3.311.755;1.827.433;7.137.414;3.750.084;2.087.923;585.128;4.033.789;18.101;5.500.515;4.094.961;18.565;5.101.711;3.614.986;2.019.065;6.098.259;3.851.391;2.040.181;5.995.047;1.250.891;2.032.976;5413334;Hold;Rest;Preparation
6.972.304;3.209.841;1.763.557;7.017.279;3.271.228;1.799.693;7.127.597;3.758.461;2.056.472;5.852.174;4.033.068;1.809.606;5.500.776;409.777;1.855.619;5.102.942;3.618.294;2.018.351;6.098.271;3.851.569;2.040.156;5.995.148;1.251.091;2.032.971;5413366;Hold;Rest;Preparation
6.979.455;3.203.402;1.764.248;7.092.288;335.785;1.839.903;7.064.601;3.607.637;2.041.268;5.852.028;4.031.272;1.809.498;5.500.346;4.097.137;1.855.357;5.102.984;361.815;2.018.196;6.098.337;3.851.605;2.040.144;5.995.006;1.251.031;2.032.965;5413397;Hold;Rest;Preparation
698.324;3.199.257;1.764.549;7.029.057;3.213.025;1.773.301;7.072.643;3.578.105;2.027.691;6.042.254;3.949.375;1.792.282;5.500.092;4.092.569;1.854.934;5.103.251;3.614.418;2.017.926;6.098.688;3.851.095;2.040.176;5.995.039;1.251.187;2.032.927;5413428;Hold;Rest;Preparation
6.984.103;3.197.798;1.764.556;7.043.234;3.223.376;1.776.945;7.112.788;3.682.685;2.028.471;6.043.894;3.945.166;1.792.346;5.469.505;4.105.927;1.850.458;5.075.549;362.824;2.013.812;6.098.438;3.851.188;2.040.112;5.995.036;1.251.161;2.032.913;5413459;Hold;Rest;Preparation
6.996.355;3.204.446;1.769.741;705.456;3.222.854;1.778.941;7.084.918;3.639.092;2.032.546;6.042.585;3.941.095;1.792.348;5.461.214;4.106.777;1.849.866;5.067.549;3.629.372;2.013.281;6.098.279;3.851.423;2.040.045;5.995.989;1.252.129;2.032.815;5413491;Hold;Rest;Preparation
699.603;3.204.232;1.770.066;7.054.812;3.328.151;1.835.232;7.075.003;3.619.575;2.034.198;5.817.104;4.034.343;1.808.231;54.491;4.118.968;1.847.235;5.055.651;3.641.929;2.010.714;6.098.432;385.099;2.040.032;5.995.859;1.252.257;2.032.735;5413522;Hold;Rest;Preparation
6.995.227;320.302;1.771.122;7.009.007;3.272.631;1.813.226;7.074.403;3.603;202.686;6.043.206;3.937.318;1.792.401;5.480.329;4.085.067;1.845.266;5.071.033;3.642.112;2.011.209;6.098.311;3.851.018;2.040.015;5.995.961;1.252.328;2.032.698;5413569;Hold;Rest;Preparation
6.935.189;3.010.736;1.715.916;6.981.915;3.121.037;1.774.005;7.076.178;3.607.777;2.020.045;5.854.785;4.022.238;1.802.332;5.490.619;4.076.253;1.844.828;5.063.665;3.646.576;2.010.346;6.098.503;3.851.595;2.039.917;5.996.897;1.253.219;2.032.578;5413600;Hold;Rest;Preparation
6.957.134;3.056.465;1.790.759;6.973.778;3.129.386;1.819.363;7.082.504;3.605.734;2.020.033;6.044.003;393.624;1.792.225;5.548.209;4.038.513;1.847.979;5.071.733;3.641.773;2.011.165;6.099.052;3.852.234;2.039.839;599.719;1.253.592;2.032.496;5413631;Preparation;Rest;Preparation
6.926.422;2.992.008;1.798.083;6.975.588;3.034.353;1.830.554;7.227.436;3.708.162;2.064.103;6.044.014;3.936.233;1.792.222;5.542.355;4.046.245;1.847.064;5.056.495;365.838;2.009.971;6.107.524;3.858.744;2.039.441;5.997.886;1.254.119;2.032.374;5413663;Preparation;Rest;Preparation
6.822.813;2.754.724;1.821.171;6.918.365;2.995.986;1.880.829;7.205.009;3.731.902;2.104.496;604.508;3.937.296;179.218;5.540.137;4.045.405;1.843.332;5.050.921;365.937;2.005.991;6.114.373;3.871.463;2.038.299;5.997.841;1.254.174;2.032.376;5413694;Preparation;Rest;Preparation
6.765.747;2.619.561;1.836.187;6.847.041;277.553;1.853.704;7.092.167;3.698.091;2.047.897;6.045.177;3.937.162;1.792.174;5.538.449;4.045.971;1.843.415;5.048.572;3.660.882;2.006.079;6.128.862;387.915;2.037.377;5.997.136;1.253.448;2.032.331;5413725;Preparation;Rest;Preparation
6.651.491;2.413.728;1.863.115;6.712.065;2.653.509;1.882.228;7.091.786;3.672.521;2.043.278;6.045.311;3.937.144;1.792.168;553.715;4.046.144;1.843.282;5.046.707;366.169;2.005.932;6.146.083;3.882.478;2.036.384;5.995.911;125.269;2.032.094;5413756;Stroke;Rest;Stroke
6.598.436;2.353.371;1.879.662;6.766.936;2.606.697;189.615;7.099.911;3.636.965;2.036.007;6.045.685;3.936.714;1.792.194;5.538.539;4.046.566;1.843.316;5.039.371;3.664.586;2.005.051;6.145.214;3.887.201;2.035.832;5.995.043;1.252.782;2.031.998;5413803;Stroke;Rest;Stroke
6.594.757;231.309;1.877.561;6.773.618;258.101;189.149;7.116.305;3.565.382;2.022.233;6.047.364;3.936.923;1.792.074;5.540.229;4.058.374;1.844.583;5.032.119;3.679.322;2.005.392;6.145.219;388.947;2.035.209;5.991.097;1.251.899;2.031.909;5413834;Stroke;Rest;Stroke
6.583.702;2.221.553;1.919.716;6.786.409;2.559.453;1.887.805;7.133.625;3.555.671;2.019.292;6.048.333;3.936.971;1.791.978;5.542.535;4.057.022;1.844.791;5.031.974;367.899;2.005.356;6.132.984;3.887.921;2.034.701;598.522;1.250.578;203.124;5413866;Stroke;Rest;Stroke
6.584.743;2.218.153;1.918.272;6.794.246;2.544.072;1.883.282;7.146.786;3.553.249;2.015.116;5.900.701;4.014.761;1.799.526;5.543.744;4.056.148;1.844.953;5.031.595;3.678.591;2.005.337;61.222;388.612;2.034.629;5.982.183;1.248.784;2.031.228;5413897;Stroke;Rest;Stroke
6.586.778;2.217.905;1.917.221;6.799.668;2.538.641;1.881.152;7.150.705;3.545.239;2.012.666;604.944;3.936.884;1.791.958;5.537.333;4.058.273;1.844.543;5.059.763;3.662.043;200.759;6.115.929;3.883.704;2.034.186;5.977.211;1.246.059;2.031.011;5413928;Stroke;Rest;Stroke
6.592.521;2.214.195;1.914.065;6.809.443;2.528.893;1.876.849;716.304;354.144;2.008.285;6.048.698;3.936.173;1.791.861;5.536.981;4.059.158;1.844.507;5.051.074;3.662.483;2.006.415;6.108.716;3.882.227;2.033.856;5.975.071;1.246.288;2.030.751;5413959;Stroke;Rest;Stroke
6.596.232;2.213.032;191.286;6.814.851;2.525.748;1.875.375;717.034;3.542.624;2.006.776;5.897.334;4.027.588;1.797.572;5.539.542;4.069.811;1.842.701;5.047.508;3.663.488;2.002.732;6.105.285;388.208;2.033.676;5.972.892;1.246.055;2.030.837;5413991;Stroke;Rest;Stroke
6.597.357;2.212.614;1.912.543;6.816.697;2.524.519;1.874.967;7.173.152;3.543.312;2.006.395;6.046.597;3.936.167;179.213;5.949.443;3.900.282;1.804.538;5.068.448;3.654.375;2.006.704;6.103.752;3.883.159;2.033.461;5.971.231;1.246.562;2.030.911;5414038;Stroke;Rest;Stroke
6.599.633;2.208.502;1.911.368;682.013;251.898;18.736;7.177.685;353.987;2.004.983;6.045.539;3.936.306;1.792.116;593.245;3.895.266;1.808.603;5.081.322;3.628.945;2.015.084;6.101.509;3.881.797;203.322;5.968.543;124.617;2.030.996;5414069;Stroke;Rest;Stroke
6.596.964;2.208.035;1.910.866;6.817.991;2.518.122;1.873.103;7.176.186;3.540.638;2.004.486;6.041.524;3.936.793;1.791.793;5.932.809;3.896.324;1.808.313;5.084.796;3.628.778;2.015.258;6.099.515;388.176;2.032.958;5.967.377;1.245.993;2.031.031;5414100;Stroke;Rest;Stroke
6.595.177;2.208.352;1.910.657;6.816.643;2.518.133;1.872.908;7.174.305;3.539.692;2.004.239;6.037.386;3.936.494;1.791.931;5.952.573;3.874.085;1.812.731;5.084.866;3.625.691;2.017.165;6.096.927;3.880.553;2.032.696;5.963.624;1.246.563;2.030.794;5414131;Stroke;Rest;Stroke
6.592.325;2.210.235;1.910.484;6.814.469;2.519.524;1.872.737;7.173.581;3.543.491;2.004.282;6.033.533;393.629;1.791.766;5.867.801;3.920.371;1.801.823;5.090.368;3.625.752;201.733;6.098.987;3.881.343;2.032.457;5.960.344;1.247.492;2.030.523;5414163;Stroke;Rest;Stroke
651.356;2.270.999;1.887.441;6.742.663;2.598.724;1.889.292;7.150.181;3.511.471;200.322;6.030.849;3.936.308;1.791.741;5.860.673;3.915.104;1.802.568;5.097.543;3.616.885;2.018.199;6.130.182;3.882.264;2.031.284;5.957.889;1.247.863;2.029.972;5414194;Stroke;Rest;Stroke
6.620.152;2.288.667;1.865.306;6.732.198;2.426.253;1.868.272;7.146.882;3.514.905;2.002.986;6.029.789;3.935.938;1.791.521;5.880.836;390.305;1.803.174;5.099.707;3.610.988;201.968;6.127.143;3.882.532;2.031.454;595.691;1.249.008;2.029.508;5414225;Stroke;Rest;Stroke
679.255;2.367.935;1.836.999;6.855.673;2.466.937;1.850.757;7.199.969;3.522.857;2.004.414;6.027.424;3.935.736;1.791.412;5.963.858;387.027;1.817.244;5.101.109;3.606.515;202.169;6.115.706;3.884.152;2.031.987;5.956.812;1.249.748;2.029.157;5414272;Stroke;Rest;Stroke
6.887.077;2.415.273;1.817.492;6.974.321;2.653.288;1.855.762;7.218.116;3.576.986;2.006.028;6.022.486;3.934.811;1.790.911;5.961.886;3.871.019;1.817.945;5.101.524;3.605.227;2.022.689;6.083.975;3.885.215;2.032.859;5.963.859;1.259.204;2.027.198;5414303;Stroke;Rest;Stroke
6.981.338;2.495.228;1.801.177;7.024.011;2.710.137;1.853.685;7.188.943;3.561.117;2.007.512;6.016.116;3.933.342;1.790.594;5.921.026;3.871.545;181.124;5.101.842;3.605.211;2.023.054;6.069.604;3.883.695;2.033.117;5.964.524;1.262.472;2.026.613;5414334;Stroke;Rest;Stroke
7.034.267;2.586.822;1.790.716;7.058.753;2.770.374;184.843;7.182.443;3.590.827;2.011.869;6.010.783;3.932.949;1.790.229;5.862.274;3.879.017;1.804.422;5.099.357;3.602.761;2.024.498;6.070.462;3.881.973;20.334;5.966.244;1.265.086;2.025.881;5414366;Stroke;Rest;Stroke
7.071.744;2.647.104;1.786.158;7.094.166;2.819.711;1.843.902;7.174.498;3.612.695;2.016.109;6.004.545;3.932.929;17.899;5.868.222;3.880.957;1.806.419;5.097.013;3.603.179;2.025.165;6.068.933;3.881.661;2.033.453;5.966.716;1.267.208;2.025.608;5414397;Stroke;Rest;Stroke
7.090.814;2.662.552;1.784.883;7.107.322;2.833.271;184.093;7.169.601;3.621.651;2.017.654;6.002.161;39.337;1.789.798;5.854.067;3.888.873;180.506;5.096.395;3.603.694;2.025.401;6.067.623;3.878.912;2.033.617;5.967.647;1.268.941;2.024.894;5414428;Stroke;Rest;Preparation
7.098.106;2.674.962;1.786.819;7.109.621;2.833.028;1.836.119;7.161.882;3.647.219;2.025.081;5.997.142;3.934.254;1.789.725;5.859.073;3.889.516;1.806.262;5.095.625;3.603.334;2.025.685;606.705;3.874.472;2.033.877;5.969.026;1.271.212;2.024.043;5414459;Stroke;Rest;Preparation
7.089.089;2.662.995;1.784.848;7.105.028;2.835.752;1.835.516;7.160.728;3.643.692;2.024.098;5.990.226;393.528;1.789.776;5.858.278;3.889.136;1.807.375;5.093.511;3.599.542;20.264;6.068.503;3.869.569;2.034.128;59.705;1.273.519;2.023.283;5414506;Stroke;Rest;Preparation
7.072.362;26.768;1.792.718;7.087.578;2.828.201;1.833.383;715.285;3.686.209;2.033.921;5.988.062;3.935.728;1.789.764;5.846.247;3.886.706;1.805.956;5.093.237;3.598.099;2.026.759;6.069.351;3.868.031;203.421;597.287;1.276.064;2.022.532;5414538;Stroke;Rest;Preparation
7.021.317;270.296;1.803.158;7.062.545;2.842.982;1.837.074;7.156.376;3.722.121;2.044.618;5.987.777;3.935.498;1.789.583;5.855.207;3.887.725;1.807.354;5.092.946;3.598.361;202.675;6.069.746;3.868.159;2.034.186;5.974.776;1.278.197;2.021.865;5414569;Retraction;Rest;Preparation
6.969.482;2.724.896;1.811.923;6.999.663;2.846.116;1.838.382;7.156.945;3.721.583;2.045.081;5.987.471;3.935;1.789.389;5.861.002;388.811;1.807.784;5.092.294;3.601.759;202.638;6.079.744;387.538;2.034.051;5.976.839;1.279.479;2.021.518;5414600;Retraction;Rest;Preparation
6.949.517;2.755.449;1.812.799;6.990.082;2.906.461;1.841.331;7.120.442;3.603.021;2.018.316;5.987.295;3.934.731;1.789.224;5.877.653;3.888.408;1.805.981;5.094.987;3.615.432;2.023.175;6.081.714;3.894.131;2.033.097;5.983.962;1.285.707;2.020.294;5414631;Retraction;Rest;Preparation
6.937.253;2.782.083;1.811.766;6.987.537;2.928.625;1.840.631;7.119.311;3.601.928;2.018.035;5.986.405;3.934.436;1.789.083;588.045;3.888.952;1.805.422;5.094.891;3.617.265;2.022.225;6.082.472;3.896.017;2.032.969;5.984.182;12.878;2.019.079;5414663;Retraction;Rest;Preparation
6.929.834;2.801.173;1.811.637;6.987;2.946.545;1.840.341;7.118.898;3.600.705;2.017.321;5.986.305;3.934.122;1.788.799;5.879.796;3.888.978;1.805.655;509.225;3.617.498;2.022.148;6.082.862;3.898.566;2.032.789;5.986.614;1.290.961;201.802;5414709;Retraction;Rest;Preparation
6.929.399;2.816.507;1.811.867;6.986.262;2.955.373;1.840.173;7.116.583;3.599.016;2.017.102;5.986.535;3.933.251;1.788.617;5.880.517;3.887.393;1.805.835;5.089.784;3.617.998;2.021.928;608.309;3.899.497;2.032.748;5.987.629;1.292.237;2.017.446;5414725;Rest;Rest;Hold
693.124;2.826.568;1.812.753;6.989.526;2.960.504;1.839.345;7.112.343;3.594.471;2.015.859;5.985.624;3.932.282;17.882;5.888.048;3.887.767;1.803.993;5.093.395;3.621.778;2.019.637;6.084.009;3.902.121;2.032.617;5.988.399;1.292.417;2.017.045;5414772;Rest;Rest;Hold
6.931.374;2.827.287;1.812.884;6.994.803;2.964.164;1.839.401;7.110.703;3.593.989;2.015.956;5.985.224;3.931.952;178.809;5.891.016;3.888.494;1.803.168;5.094.307;3.622.645;2.018.481;6.083.816;3.902.755;2.032.565;5.989.319;1.292.423;2.016.831;5414803;Rest;Rest;Hold
6.930.801;2.826.882;1.812.663;7.003.267;2.970.608;184.008;7.114.859;3.601.011;2.016.073;5.983.573;3.930.207;1.787.671;5.894.837;3.888.142;1.802.031;5.095.833;3.625.136;2.017.114;6.082.663;3.902.818;2.032.538;5.989.923;1.292.573;2.016.594;5414834;Rest;Rest;Hold
6.932.824;2.827.153;1.812.389;7.004.454;2.964.213;1.838.268;7.115.875;3.605.514;2.016.195;5.981.263;3.924.512;1.787.206;5.897.569;388.727;1.800.995;5.095.671;3.630.415;201.592;6.082.242;3.904.391;2.032.444;5.990.084;1.292.563;2.016.538;5414866;Rest;Rest;Hold
6.935.515;2.828.809;1.812.564;7.011.011;2.968.113;1.838.706;7.117.044;3.607.183;2.016.017;5.978.071;3.920.798;1.786.484;5.864.932;3.888.349;1.796.533;5.093.645;3.629.822;2.016.092;6.080.676;3.904.283;2.032.436;5.990.557;1.292.728;2.016.394;5414897;Rest;Rest;Hold
6.944.948;283.283;1.812.815;7.023.741;2.976.887;1.842.625;7.119.069;360.826;2.015.199;5.972.371;391.162;1.784.934;5.879.721;387.466;1.795.551;509.524;3.635.525;2.014.036;6.080.299;390.473;2.032.399;5.992.253;129.216;2.016.386;5414928;Rest;Preparation;Hold
6.952.919;2.834.291;1.813.454;703.541;2.982.345;1.843.984;7.112.649;3.591.323;2.014.167;5.970.546;3.898.649;1.782.434;5.886.214;3.858.787;1.794.011;5.096.978;3.637.881;2.012.569;6.078.184;3.903.582;2.032.436;5.992.541;129.192;2.016.378;5414959;Rest;Preparation;Hold
6.967.998;2.834.947;1.812.859;7.039.916;2.983.099;1.844.341;7.114.842;3.579.499;2.013.228;5.964.818;3.882.251;1.779.933;5.854.649;3.845.806;1.789.968;5.097.292;3.636.902;2.012.534;6.078.173;3.899.852;2.032.547;599.256;1.291.755;201.635;5414991;Rest;Preparation;Hold
6.977.793;2.833.438;1.812.033;7.042.781;2.967.956;1.840.786;7.114.548;3.575.581;2.012.654;620.167;3.853.696;1.728.909;5.926.106;3.801.536;1.795.956;5.099.416;3.645.056;2.010.918;6.078.701;3.896.247;2.032.781;5.993.207;129.113;201.646;5415022;Rest;Preparation;Hold
698.985;2.832.975;1.811.596;705.501;2.979.941;1.844.564;7.115.524;357.319;2.011.753;5.965.272;3.831.168;1.772.278;5.923.018;3.787.743;1.794.371;5.099.107;3.645.879;2.010.206;6.079.841;3.895.169;2.032.879;5.993.763;12.908;2.016.575;5415069;Rest;Preparation;Hold
7.000.364;2.833.014;1.811.475;7.056.981;2.978.578;184.474;7.116.881;3.574.453;2.011.845;5.958.732;380.339;1.769.358;5.918.743;3.772.815;1.791.593;5.101.805;3.648.584;2.009.004;6.079.949;3.894.556;2.032.941;5.993.937;1.290.575;2.016.599;5415100;Rest;Preparation;Hold
701.115;2.833.589;1.811.874;7.060.316;2.974.538;1.843.889;7.118.659;3.572.676;2.011.297;6.173.114;37.757;1.718.288;5.905.691;3.744.055;1.787.129;510.342;364.912;2.007.468;6.080.139;3.892.924;2.033.176;5.994.105;1.289.904;2.016.854;5415131;Rest;Preparation;Hold
7.014.255;2.831.477;1.811.502;7.061.206;2.964.725;1.841.631;7.121.338;3.572.863;2.010.561;6.177.786;3.759.266;1.718.403;5.909.084;3.732.796;1.787.127;5.102.981;3.653.385;2.007.117;6.080.716;3.888.399;2.033.639;5.994.277;1.289.499;2.017.137;5415163;Rest;Preparation;Hold
7.020.509;2.829.682;1.811.623;706.531;2.953.833;1.839.894;7.125.723;3.561.771;2.008.887;6.164.141;3.729.963;171.445;5.899.286;3.712.406;1.783.877;5.104.721;3.659.737;2.005.975;6.080.889;3.887.015;2.033.873;5.994.202;1.288.086;2.017.576;5415194;Rest;Preparation;Hold
7.025.475;2.828.637;1.811.004;7.068.856;2.950.003;1.839.154;7.126.601;3.564.687;2.008.773;5.953.524;370.954;1.756.833;5.763.096;3.684.364;1.771.527;5.104.833;3.662.823;2.005.542;6.081.412;3.886.258;2.034.021;5.993.785;1.287.207;2.018.044;5415225;Rest;Preparation;Hold
7.032.033;2.829.807;1.810.836;7.072.942;2.947.339;1.838.277;7.125.222;3.567.543;200.922;5.962.099;3.681.191;1.752.691;5.760.758;3.678.465;1.772.333;5.109.599;3.668.049;2.003.875;6.081.081;3.885.951;2.034.097;5.993.792;1.284.734;2.018.952;5415272;Rest;Preparation;Hold
7.036.946;2.830.874;1.810.381;7.076.324;2.945.073;1.837.057;7.126.478;3.568.764;2.009.185;5.967.856;3.666.095;1.751.052;5.762.198;3.672.706;1.772.161;5.082.452;3.664.884;1.988.968;6.080.813;3.885.141;203.425;5.992.852;1.281.079;2.020.211;5415303;Rest;Preparation;Hold
7.044.173;2.836.143;1.809.441;7.077.572;2.945.979;1.836.678;712.785;3.570.144;2.009.109;5.976.566;3.653.924;1.748.634;5.762.868;3.671.032;1.771.863;5.101.883;3.673.874;1.988.828;6.081.249;3.885.643;2.034.362;5.994.226;1.279.485;2.021.494;5415334;Rest;Preparation;Hold
7.057.014;2.847.855;1.808.638;7.095.264;2.963.541;1.838.214;7.128.591;357.316;2.009.115;597.887;3.644.996;1.746.844;5.762.883;3.670.305;17.717;5.108.457;3.681.464;1.989.831;6.081.615;3.887.003;2.034.449;5.995.986;1.278.601;2.022.475;5415366;Rest;Preparation;Preparation
7.071.218;2.860.726;1.806.934;7.178.726;3.029.171;1.837.022;7.130.276;3.573.862;2.010.768;5.986.687;363.385;1.744.406;5.761.308;3.666.004;1.772.308;5.115.883;3.687.713;1.990.317;6.081.864;3.886.284;2.034.647;5.995.842;1.276.084;2.023.641;5415397;Rest;Preparation;Preparation
7.081.252;2.865.895;1.805.723;7.167.178;3.131.718;186.915;7.193.572;3.722.801;2.036.377;5.994.326;3.620.854;1.741.199;5.762.484;366.212;1.771.553;5.123.309;3.695.064;1.989.838;608.216;3.886.231;2.034.796;5.996.704;1.273.271;2.024.875;5415428;Preparation;Preparation;Preparation
7.095.064;2.869.955;180.633;7.178.077;3.066.886;184.635;7.150.465;3.585.957;2.023.652;6.012.938;3.597.059;1.736.356;5.765.616;3.652.659;1.770.512;5.124.739;369.451;1.989.687;6.082.693;388.451;2.035.189;5.997.344;1.272.094;2.025.465;5415459;Preparation;Preparation;Preparation
7.103.123;2.867.767;1.806.517;7.175.807;317.877;1.882.637;7.196.012;3.730.693;2.081.462;6.020.869;3.581.417;1.733.224;5.767.715;364.563;1.769.119;512.618;3.695.763;1.989.163;6.083.016;388.283;2.035.541;5.998.214;1.268.515;2.026.848;5415506;Preparation;Preparation;Preparation
7.116.495;2.863.003;1.806.996;7.179.936;3.033.546;1.839.156;7.181.637;3.556.672;2.016.021;6.033.889;3.559.953;1.729.927;5.635.152;3.602.405;1.807.624;5.130.125;3.696.985;1.987.955;6.083.677;3.881.632;2.035.841;5.998.869;126.693;2.027.642;5415538;Preparation;Preparation;Preparation
7.120.071;2.859.627;1.806.679;7.183.017;3.168.949;1.883.321;7.232.916;3.691.999;2.076.582;6.043.927;3.529.028;1.725.925;5.787.149;3.573.105;1.767.309;5.169.115;3.728.048;1.977.536;6.083.852;3.880.254;2.036.114;5.999.724;1.265.069;202.839;5415569;Preparation;Preparation;Preparation
