svrhxyz,svrwxyz,phase rhlh
0.0009738729725157855,0.0007020322178077513,S
0.00013176020934067535,0.0001968882986474242,S
0.00020053564172764105,0.00018338807863676275,S
0.00026220117398663607,0.000280234132185478,S
0.00010078425344366761,0.00015265220837498678,S
4.114156758960448e-05,7.784631274891331e-05,S
0.00018364738982072038,3.134749679089584e-05,S
0.0005577995464466007,3.6224183581662077e-05,S
0.00010780097185330269,8.182598629428758e-05,S
0.0007602653116503434,0.00050507537947169,S
0.005451509344420515,0.003769067706323313,S
0.005332871687485822,0.0058243106323983,S
0.008035332790540391,0.015736578112612965,S
0.0028044404432087293,0.0011238205559375239,S
0.019886197427564117,0.010385129013664576,S
0.03366812962036995,0.0338165919910064,S
0.0047290830694694825,0.004365588331460784,S
0.00011898232161982353,5.602023963582889e-05,S
0.000398174008235681,0.00017953069111958887,S
6.306410925464639e-05,5.1592760818665586e-05,S
0.1258686237038565,0.07057662670791308,S
0.12941871561222598,0.07509552272589151,S
0.1331308849316137,0.07864453391998669,S
0.00018022702846752462,0.0002980759274472364,S
0.0004490403810077285,0.00017639314660149307,S
0.0006162038881899743,0.0003215360381178176,S
0.002792278382111806,0.001478772726428609,S
0.0009350241963779017,0.0005575713668575938,S
0.0006539336820479847,0.00044551192392854337,S
0.00045087388464576123,0.0002562677190467099,S
0.0004130601947656746,0.00047330475492037244,S
0.003170547851838412,0.0036024650749326716,S
0.00272148166767764,0.001944213008953815,S
0.006008031791197283,0.0043280840115771735,S
0.00783978834529871,0.00532426396163514,S
0.011972717424021673,0.013407691275201894,S
0.009410034105717958,0.005934921695628388,S
0.0008824499436748323,0.0007302565603480502,S
0.010909548817547715,0.012791912168158321,S
0.015221475729013672,0.01010846721977179,S
0.0084586300293322,0.0058606511397503985,S
0.0056561067769717015,0.004458281163539798,S
0.006679979927547428,0.004631521254236315,S
0.01672057781792333,0.011786491267927324,S
0.019287191748403997,0.01221741964064353,S
0.01804487670199161,0.011239944659294877,S
0.016304582966445994,0.009191765519630997,S
0.004585224532852051,0.002719664850066513,S
0.0005410644970533488,0.00011394699701886062,S
0.0014208411093116296,0.00020011290844693016,S
0.0054931041535989066,0.003718969134076497,S
0.012741751476283496,0.007655316460629575,S
0.01311315768188087,0.009327668620687849,S
0.011451212661878185,0.005079286236196229,S
0.008500039805635556,0.004985615091005443,S
0.004489272114144333,0.0028084035447903423,S
0.0016632305430425219,0.0014725346638025777,S
0.0024138484258492735,0.0013388520200106526,S
0.0018290277264723011,0.0018282647709924032,S
0.0014202094870868376,0.0008384212522777768,S
0.00015601705503154092,6.511706894577482e-05,S
0.0009212815256256063,0.0009316944730479322,S
0.0002937745239321561,1.951142738065205e-05,S
0.00027846658941916723,1.932248963411957e-05,S
2.6360962933949126e-05,2.0047985563915902e-06,S
0.00013245610122767477,0.00011572080010997576,S
0.0001859739448946424,0.00017503111888290767,S
0.0010792052601599,0.0004863501763785761,S
0.0007222893397393811,0.00026266696247165933,S
0.0008500837940705451,0.00034105634448344335,S
0.0011632603413059927,0.0006718950505019508,S
0.0013846754681916948,0.0012799662308318263,S
0.0006565334456154322,0.0012676883285790011,S
0.0020825756504983103,0.001123861901605508,S
0.0022111477806294674,0.0011227844902042875,S
8.192767680763868e-05,6.925043782135314e-05,S
2.469170925325251e-05,1.932134663534647e-05,S
1.0166077461093186e-06,1.6689149304139422e-06,S
1.0489550369495193e-05,4.8288616813617185e-06,S
0.00012247278214879293,6.948787698613804e-05,S
0.0008662185446616188,0.0005086565396104549,S
0.004068863439146838,0.002449285750923844,S
0.06051781817416474,0.033290395933496204,S
0.04568961425093833,0.024701222793672838,S
0.03489767811294518,0.01909124542754637,S
0.007190745431003766,0.005659908205456561,S
0.006412451670817937,0.005012105620857408,S
0.0058976556793211826,0.004314828985715231,S
0.0011624052658450832,0.000851506540013086,S
0.0001655642883407705,0.00012481886226866859,S
0.003555788608479002,0.0026210880606337243,S
0.007569848129061121,0.005799688045026825,S
0.010814764430552841,0.008318474612198316,S
0.0332164402911765,0.01782515898039315,S
0.035340548276835075,0.018170684401092294,S
0.04112524365939223,0.021445458941271884,S
0.0011382764698115696,0.0010660253286377426,S
0.0006221656888131848,0.00039480578477383915,S
0.0005978662842838325,0.0003711537054436455,S
0.0001457169678844162,8.416437232904908e-05,S
5.4407246277976734e-05,1.7838151558461735e-05,S
9.887482322597886e-05,9.591958564963832e-05,S
0.00034489306293104946,0.0003679851328300932,S
0.03726958589246031,0.019418640056034792,S
0.03873794294538576,0.020747527415143976,S
0.04067124666381245,0.022012783302123307,S
7.078080310004728e-05,4.265567328917904e-05,S
2.2397823055469247e-05,1.4869626376826466e-05,S
0.0005854335569745495,0.0004259731227314068,S
0.0468710644580098,0.02478098888641384,S
0.03419542428292313,0.017600910734871182,S
0.031611474731943305,0.01636753031401202,S
0.0040914711154460695,0.0024699050047352084,S
0.0008167442916414453,0.0005292262074369109,S
7.333371949294076e-05,6.726440172047656e-05,S
5.266403499765409e-06,5.912551167332571e-06,S
5.891832307022844e-05,3.929285239620312e-05,S
0.00018422285937446964,0.00013503738693576843,S
0.0009601217143819188,0.0006168770448944556,S
0.0008427703208156576,0.0005309519113979696,S
0.0005304028878579855,0.0003041700216233192,S
0.00017956682687805616,8.908291530396414e-05,S
0.0007182319200592796,0.0005167758329802112,S
0.00942062138567548,0.005332536243698824,S
0.011551809028899669,0.007758932142453368,S
0.01707521186333385,0.011733899399856907,S
0.004902812317997276,0.004349921812003099,S
0.004320137560186869,0.0032694919616077273,S
0.0018582176431939928,0.0011463868416371663,S
0.003072429939684767,0.0009696821007056472,S
0.0006549549938449893,0.00033571894103057913,S
0.0012245111811091736,0.001060724622889841,R
0.003947657447067027,0.0031727702442084908,R
0.011713787560726161,0.008907861843622184,R
0.015440629472926315,0.012406383901164667,R
0.01969377221660824,0.016335064924087733,R
0.021086406272403227,0.01750612606022691,R
0.02065749925545213,0.015929677400388472,R
0.01689973121836682,0.011846170366238487,R
0.013591189219492412,0.010362069614850089,R
0.008615382328021823,0.008654530757753735,R
0.0037137129765460104,0.006445325149339616,R
0.006483756045544214,0.010147112912433299,R
0.0036605833903855366,0.006053930089465974,R
0.0033917350710283736,0.004199581805353836,R
7.024784321650897e-05,0.00048111159887504834,R
0.00014277671047490412,0.0002539344717302445,R
0.0002763084926015067,0.000269188488191993,R
0.0001506291334776515,0.00013710065084347013,R
3.904842073130465e-06,1.356135518376805e-06,R
0.0013259820827691946,1.4740750696336497e-05,R
0.0012069739249879199,4.121794869166619e-05,R
1.4574452555970595e-05,2.941751730002599e-05,R
9.73066438739873e-06,1.4512826180243382e-05,R
1.2045275245889346e-05,1.0967712596746297e-05,R
3.2856604212066696e-05,2.9860254299015228e-05,R
0.005875031681179982,7.764119815281861e-05,R
0.006042648163503552,0.00015657538614557228,R
0.0002251255208976999,0.00022249811063918467,R
0.005725127966484559,0.000578273926835907,R
0.006553320442986713,0.0009656368761632962,R
0.00101043013661584,0.0010120176255618359,R
0.005592905249720732,0.0014068007470228268,R
0.004953646277989295,0.0009624829632104272,R
0.004664542300766854,0.001056155048440263,R
0.0005020759183949923,0.0003075892612149211,R
0.0005860414909178875,0.00030886791992155657,R
0.0002433097765152372,0.00011655189057068774,D
7.635448682020125e-05,4.2336851170731915e-05,D
2.3590920667023924e-05,6.825463223847391e-06,D
4.9477505405332495e-05,2.344713778450661e-05,D
7.710342153748893e-05,5.9694961946150713e-05,D
7.269945448093348e-05,5.489592622245378e-05,D
3.7253744479803162e-06,4.607234380773359e-06,D
1.0358941683185285e-05,7.12745272806179e-06,D
2.5293282400816358e-05,1.4743673815473357e-05,D
1.6625166982647355e-05,7.358523844018495e-06,D
1.5433418670131674e-05,9.928059912979309e-06,D
1.2804985483004608e-05,1.1023200625936794e-05,D
1.0906310618224879e-05,9.826241798239782e-06,D
4.328976505066023e-06,3.6636621631304166e-06,D
6.4836555568993825e-06,6.547757039462468e-06,D
2.9043105753883475e-06,2.2382332845544716e-06,D
3.20152343592519e-06,3.3642354782792516e-06,D
3.0079699826036325e-06,2.463239137121878e-06,D
3.693174995155161e-06,3.6221740047267635e-06,D
2.3444527022694525e-06,1.8876903206031908e-06,D
2.8993320314207964e-06,6.804102952712741e-06,D
0.0003586927130645915,0.00018071388926723476,D
1.7024354502300702e-05,0.00018224547840163335,D
2.2195172555346395e-05,6.155294283043559e-05,D
0.0005593042580045044,5.3087681684561834e-05,D
4.8186646377172126e-05,7.460807093181318e-06,D
3.175152456410438e-05,4.4728426936368714e-05,D
3.839309978320282e-05,3.795686876051727e-05,D
6.791691006260287e-06,2.2663490040094966e-06,D
2.924718076811469e-06,1.3275337410341993e-06,D
1.1612058069265548e-06,2.5339547182658863e-06,D
4.080124502856302e-06,1.354646638068529e-05,D
9.417298353029161e-05,1.5936508243394837e-05,D
6.569518029367008e-06,2.527718467961926e-05,D
6.718675097869454e-06,9.127017848235533e-06,D
9.498030761581938e-06,1.1831902775757532e-05,D
4.3583023678548156e-05,7.767662968539703e-06,D
6.105967550944764e-05,8.227227458985548e-06,D
0.00021208929405970489,1.933674106858978e-05,D
4.5525579002704365e-05,2.2968046443519797e-05,D
1.367190081055397e-05,7.476060431415591e-05,D
1.4408445189025367e-05,5.603411603958132e-05,D
7.344121726892898e-06,4.7856819225113125e-05,D
3.105761065664939e-05,1.5185350593729291e-05,D
1.1740949577127336e-05,6.442132563345178e-06,D
4.834042386656472e-05,2.5908226442046686e-05,D
0.000684451652556596,8.07081386876492e-07,D
0.0008840294917529385,4.333658439934954e-06,D
0.00018312323504846058,1.9478524424757915e-05,D
0.0007570074411211718,1.7331954683989724e-05,D
0.0012238730145280173,2.868193460351698e-05,D
0.00019058283661338446,1.4870090824524339e-05,D
5.854291967173915e-05,5.648935865109942e-05,D
0.00014971627203132137,0.0001196179295916627,D
0.00016826290762115594,9.276836098822185e-05,D
1.5741404891736804e-05,7.851530112519289e-05,D
9.925888065663581e-06,5.005383536711469e-05,D
1.6438792114440711e-06,0.00010719541843684193,D
2.649216842956542e-06,2.705944715486294e-05,D
0.00040759358887747975,0.00013425832236082285,D
0.00036891437599370966,0.0003423570699659412,D
1.1421686395161491e-05,2.190639196400111e-05,D
2.7506845786485696e-05,2.7412247444796862e-05,D
8.757483001891205e-05,0.00012397787861790686,D
3.3763277302519084e-05,5.4506066958508314e-05,D
0.00019003542476011162,0.00013030195213956647,D
0.00011770888080508819,0.0001491211843460093,D
0.00022343378506130358,0.00013482387100017027,D
0.00016001335003566715,7.970987991557974e-05,D
8.240859662724618e-05,0.00017538126160643718,D
1.2964417834296217e-05,0.00012427961060893232,D
1.270813883778092e-06,5.477036822349646e-05,D
4.1168462660857347e-07,1.5098910627703588e-06,D
0.0001755748381127282,0.00012930318726071748,D
0.00031523479932958837,0.00015435981838349462,D
4.592639275715079e-05,0.0002448311679663447,D
6.379818504822752e-05,8.482349412521606e-05,D
0.0002947806864696477,8.884486010679411e-06,D
3.246046494208258e-05,2.505405529867023e-05,D
0.00013193327756907472,2.320438048386738e-05,D
0.00030706282382037675,5.350544430687633e-06,D
0.0007606157767816687,1.7395088863926138e-05,D
0.0007561116614443277,1.4014047472527362e-05,D
8.961184927087448e-05,1.6809346343765128e-05,D
6.810224317314512e-05,1.4183637528109922e-05,D
9.042225874383115e-05,4.233092896266419e-05,D
6.445847104367887e-05,2.5076984981628634e-05,D
1.3554334723473496e-05,8.38055886198619e-06,D
9.495890219563709e-06,5.967758859219855e-06,D
9.010094630384427e-05,0.00010614615874447492,D
3.148846564292437e-05,5.63006211267922e-05,D
5.651075111968564e-05,7.519742715758187e-05,D
6.829289391000971e-05,1.73121274766867e-05,D
0.0003260188651665306,0.00031803273788926325,D
0.00036135573024792663,0.00035765729065850865,D
0.0003737326408918042,0.0003783892982931403,D
2.535389621889623e-05,2.5716116534744835e-05,D
1.2806136595532383e-05,9.37036453586866e-06,D
1.5392155425593183e-05,5.1239581465810925e-06,D
2.1819712214447282e-05,6.667288463662458e-06,D
2.268793351490872e-05,9.144848334380488e-06,D
9.40492580197894e-05,4.74837783370978e-05,D
3.0503103409307575e-05,2.2918120537901878e-05,D
3.026589660940668e-06,9.831610531766265e-07,D
7.27612694512392e-05,8.249128529143819e-05,D
4.04501900388372e-06,1.5756904286718277e-05,D
4.696190670565287e-06,2.628008143256293e-05,D
0.00012481823459748468,0.0006276204637645489,D
8.811093189216441e-05,0.0005819432232556285,D
0.00017991221090579108,1.4143329137741042e-05,D
8.477263751565307e-05,0.0005704479305119425,D
4.5752022350215295e-06,0.0006262129378798837,D
1.507724688739305e-05,5.9995496937850615e-05,D
2.632759026947209e-05,5.36021150854318e-05,D
1.2461048730435221e-05,2.086032136569271e-05,D
3.643043186073344e-05,4.621800520237732e-06,D
1.9646777080931037e-05,2.5613380391301766e-06,D
9.910386009155116e-06,6.548175447631188e-06,D
6.427397528223754e-05,5.149769899813969e-05,D
3.7957604527858344e-05,7.075508503498503e-05,D
3.613988911333163e-05,0.00010812265776083903,D
6.105092893285514e-06,3.488799334816744e-05,D
4.088387376875912e-06,6.272464882338195e-05,D
1.4172078694031113e-05,4.174204816363809e-05,D
2.9706048853247738e-05,8.528941197962345e-05,D
7.744947141767655e-05,0.00019232246275215737,D
7.285616993645463e-05,0.00031186046861051575,D
0.00016236561647585578,0.00019684891862982483,D
0.00020910545716005925,0.000200471032446521,D
0.0001571459620539304,0.00017321504813062698,D
3.6370738239659087e-05,1.7194675310645224e-06,D
1.2079713404925257e-05,3.75590442831635e-05,D
5.8180190628692e-05,3.534299292655977e-05,D
8.081853187814767e-05,3.851343012860516e-05,D
5.312408959053615e-05,1.3906248400539121e-05,D
2.2515372877695995e-05,8.046184421623437e-06,D
1.2012965964648008e-05,7.595998918938028e-06,D
5.911832943591336e-06,6.648490252659255e-06,P
0.00010245358941168674,5.411901582626045e-05,P
0.0002557739990228179,3.6141398864883855e-05,P
0.0003642136715741821,5.714612458264546e-05,P
0.0007206659547779506,3.287789575252414e-05,P
0.00020873772101548618,0.0006678977437405213,P
0.0001979688597014687,0.000592645477926563,P
0.00034530837499662496,0.0010912383686374676,P
0.00031060830666185637,0.00010629665847871574,P
0.0003445896898768156,0.00011419894062656125,P
0.0002709810575121015,0.00019331439418090183,P
0.00024823662229145305,0.00012302094713402488,P
0.00019348600653001387,0.00023433204217970539,P
0.0001331029395452939,0.00015505358551153495,P
7.984744373738136e-05,6.45370794558098e-05,P
4.018802597641638e-05,0.00022146393498542668,P
4.300868153010621e-05,0.00032172995491867027,P
6.592748991601144e-05,0.0003074312398974767,P
7.79044275987841e-05,0.000540669369558145,P
7.016538543382666e-05,0.0004990606716580528,P
2.9564070722644734e-05,0.00036860515963771823,P
2.1144764844842807e-05,8.371260162678977e-05,P
1.3192670104921383e-05,7.199622288881307e-05,P
1.2871144796283281e-05,0.00017604195461067617,P
3.159906709666264e-05,0.00019036639200393487,P
3.455056858199335e-05,0.00010111730468666182,P
2.8292407253530964e-05,1.896149432379755e-05,P
1.2038557060980627e-05,1.8522619461193756e-05,P
7.359244218309451e-06,1.833316056767059e-05,P
0.0004037295224388483,0.0010814098598140702,P
0.005682221184086146,0.006167806733360634,P
0.0023633485967054935,0.006392907295464011,P
0.004489008427346714,0.0029017862174186746,P
0.0006728814916313452,0.00018490793812206348,P
0.001787277473045728,0.0001951895165106332,P
0.0008196223003997145,0.0005454757798485768,P
0.0005301146395519503,0.00033833345297819766,P
0.0005038051832826035,0.0003109891403128186,H
3.4839536444119913e-06,4.792094324758396e-06,H
2.7055641794982487e-06,3.1585499496856674e-06,H
8.91933726033663e-07,1.2214444009504959e-06,H
1.28809377824769e-06,1.5503884966498452e-06,H
8.902340801153259e-07,1.0747562079609152e-06,H
0.0004310608284482161,0.00018354717371861916,H
0.000427809228768738,0.00018278536360541797,H
0.0004398170979441363,0.00018700028754802846,H
0.00032077077206584675,6.875279164432221e-05,H
0.00031570406132234476,6.549060276373694e-05,H
0.0003258373613749849,6.788797199471693e-05,H
1.669113934814073e-06,1.3504930406450768e-06,H
1.27477360467101e-06,1.6301752478194887e-06,H
2.920484807543024e-05,0.00011951145328017656,H
5.676961510752341e-05,0.00011357824383328505,P
6.936600552605439e-05,8.188136080140927e-05,P
1.7018564653385096e-05,0.00027004645156041305,P
3.1271174531915774e-06,0.0009545196681595803,P
3.215314160805813e-06,2.8667794995923586e-05,P
5.380184497635239e-06,0.00021768276440388282,P
9.66528714056748e-06,0.00026359770738024766,P
7.531950638546971e-06,0.0002075818956768258,P
4.566836533950377e-06,5.666711543610904e-05,P
5.475389153326807e-06,0.0003832473529402829,P
3.8532098352327215e-06,0.00029152326430078186,P
3.3724050714558367e-06,7.971116432233936e-05,P
0.0007279974792108001,0.0002585027501176985,P
0.00039768252610410365,0.0007708094622743328,P
0.0008892392737687684,0.0010167039372382398,P
0.0016626992241673567,0.0006320346336406295,P
0.004225862156777243,0.002703441698940805,P
0.007371541831053521,0.004113142975326157,S
0.0038140792820167504,0.0031072193567913426,S
0.0021441961530693416,0.0007978834217910838,S
0.0007013145906198682,0.000265206273327082,S
0.0003074917008372619,9.969568034599411e-05,S
0.00016229842946247904,7.228880185589745e-05,S
1.8380657773670178e-05,4.890785692973892e-05,S
1.3542135757443802e-05,2.7429306326368454e-05,S
9.191583538283841e-06,1.766734622507566e-05,S
3.848647678178113e-06,6.7610102086327005e-06,S
1.0864769666564209e-06,2.211026867245504e-06,S
6.157572941733171e-07,1.3388426586945538e-06,S
3.4978563142962945e-07,1.209648204937139e-07,S
0.0002790045641940505,0.00028864030675603946,S
0.00013197461284187955,0.00034957589385309926,S
0.001008214111260366,6.393590451404903e-05,S
0.0032290191240031416,0.0013196244425162796,S
0.0035623137641853145,0.0032287774509766397,S
0.0021324464486030073,0.0024529120014786334,S
0.0015369987397433925,0.0007543547218593941,S
0.0006712803923253321,0.00037914603592545875,P
0.0002152955290487,0.0001287163753964001,P
1.6512422342523117e-05,1.4442735150856995e-05,P
7.933423977789785e-06,4.876824213647915e-06,P
0.00010774197368331134,3.460056247764495e-05,P
0.00034590884064947334,0.00022439754899349903,P
0.00039429144173873306,0.0002787762970720847,P
0.00023476511620361688,0.00021612917787420312,P
9.083437366248547e-05,0.0001158281307380272,P
5.691552093954766e-05,3.0675545454896155e-05,H
2.5829900098583798e-05,1.1273818971671423e-05,H
8.69769818895051e-06,3.9542700603194015e-06,H
1.1477681474132214e-06,7.134584342885554e-06,H
1.3083070535641074e-07,4.250299675300499e-06,H
7.855728630268867e-07,5.990469828411999e-06,H
4.461998477060785e-06,8.485013006398136e-06,H
1.0596170025690423e-05,2.638502109383184e-05,H
2.2688224219485616e-05,2.32495239546869e-05,H
2.2950832520874906e-05,9.205804390933349e-06,H
2.3683624289307553e-05,7.145304813671054e-06,H
1.6868552180586955e-05,4.628237584959256e-06,H
1.756788317688532e-05,6.142005136375e-06,H
1.0810874636855634e-05,2.9289109805950157e-06,H
7.333780745282428e-06,7.946656227349455e-06,H
3.5004211356606714e-06,7.908138274728322e-06,H
4.56883444174727e-06,5.287013796969266e-06,H
3.971036303621509e-06,1.912060695459084e-06,H
6.34210508705527e-06,7.251071491948543e-07,H
1.4296836782647376e-05,1.1056756680422927e-05,P
3.165009520622161e-05,0.0002778677681337525,P
3.516483660938238e-05,0.0007097779831255106,P
3.1739906025806065e-05,0.0002925974113014096,P
1.6248358087093974e-05,0.0004205493245984116,P
1.7850025203218087e-05,0.00015798501071987906,P
8.84234216904233e-06,0.00020783170333075256,P
4.631165580218973e-06,2.0007490716963326e-06,P
4.734615209293192e-06,0.0001446631831985629,P
5.3706074047216814e-05,0.0003739880517739344,P
0.0004078575340858566,0.0006453414546947931,P
0.0008117213958022193,0.0004742162867789835,P
0.0009931438579155337,0.001746923624941311,P
0.0007474479624336695,0.0014077675357486111,P
0.00042221829115215715,0.0009419058944513909,S
0.0001913470201973072,0.00020908558168448527,S
2.0684515332271763e-05,0.00043966166481557926,S
0.0011412353245123738,0.0014896127945921306,S
0.0030237347673397977,0.0023073785988465337,S
0.004687602495611288,0.00269922272419696,S
0.002654352419862024,0.0009386611071396113,S
0.0022705367053532243,0.002293900068755424,S
0.001729844337332449,0.001487453315392122,S
0.0019230429217766114,0.0015124516222954803,S
0.0011649301047488218,0.000194745655971813,S
0.0008518894166041994,0.00021498305511763967,S
0.0003085185984204458,9.546843954799045e-05,S
0.00015125538723049524,0.00010105746285971433,S
4.637937956544453e-05,7.710018100216122e-05,S
1.0967628503857565e-05,4.2145650242780875e-05,S
1.0601567708390369e-07,1.6857430152570482e-05,S
3.994456317677292e-05,6.990973363473381e-07,S
0.00022033453023872249,8.095896235999641e-05,S
0.0009427698966040217,0.000892480214150032,S
0.0015478334129929174,0.0009474998259977563,S
0.0028320375590193143,0.0011360451717378809,S
0.0029432537190194888,0.0009608310742089954,S
0.0038226947923735146,0.0017336946953270917,S
0.0031560110096148612,0.0021581975998592497,S
0.002846626061415337,0.0019795208462605306,S
0.0015549589460865459,0.00258760082218995,S
0.0006359949406024118,0.0010843106299621272,S
9.077128995130961e-05,0.00024084035200954578,S
5.866349091532501e-05,0.0004567223434915412,S
0.001002996639082123,0.002177839324226265,S
0.0034586886490244385,0.0022261572648729177,S
0.005774608526657519,0.002326303862380931,S
0.006233521647705407,0.0026836998608592015,S
0.00444484303526514,0.0025417724356945706,S
0.00340995126063552,0.005379721605234688,S
0.0019439411472751112,0.0012066503701036067,S
0.0010353686373924542,0.000974779288775311,S
0.00022140570452530578,0.00013585173729197686,S
2.2205908135615944e-05,2.5277437182529526e-05,S
7.411891141607936e-05,7.485105949749793e-05,S
0.0011735560207123668,0.0004416130604306263,S
0.0024990095038252337,0.0018098806421292537,S
0.005605715976320528,0.0019571745275471825,S
0.004216896386879864,0.00336118922174611,S
0.005124095956972114,0.003267018032061194,S
0.002737146214677629,0.0032873664013922995,S
0.0029445461666276073,0.0024252997230413435,S
0.0011396302559407976,0.0009357407846694266,S
0.000394850463788185,0.0002668860975182719,S
0.00012433040107868938,0.0006216710746842513,S
0.0011557455427701746,0.00083078527047874,S
0.004312115900597186,0.002924096354629029,S
0.006146343509311288,0.003721834028788702,S
0.0065817549050859086,0.004262714430220652,S
0.008272053911446019,0.0045305501049862475,S
0.006075716469218692,0.002790905260073861,S
0.004894943824095011,0.002377425231657851,S
0.001256177344200065,0.0008767083084673331,S
0.0005752234279764864,5.5803269279664946e-05,S
0.0023305662962760957,0.0003716029262538964,S
0.0028475366560287694,0.00022834089242289524,S
0.002843022874832693,0.0008223858779868856,S
0.002219103308352807,0.000341078868609379,S
0.00202686970497261,0.0015729166547312312,S
0.001590491889480081,0.00013474808965977536,S
0.0021647463779826638,0.0006857948084228281,S
0.0010899018400818315,0.0005461925195000546,S
0.00043794804525338244,9.590057198601075e-05,S
0.0013096606015559102,0.00040175800281090206,S
0.0026156973501250953,0.00046490907456509916,S
0.002796106994152974,0.00034429102845761516,S
0.001541438943315599,0.0013080545475139295,S
0.003709313279755166,0.002504419573661413,S
0.002678508961343557,0.0014354168277920206,S
0.0028925377452724455,0.00034781367804374267,S
0.0006867208606096968,0.00048325487860309546,S
0.0014162690192100207,0.0003002620016795255,S
0.001335972199556974,0.0007834994197166213,S
0.0011296528249627057,0.0002455040986948746,S
0.0012794745772213045,0.00016911677150087919,S
0.0017099534835945496,0.000401211104967666,S
0.0030896935709509047,0.0011618749031512964,S
0.00180047627412131,0.0013146984807144476,S
0.0007323204967294428,0.00059813784119893,S
0.0003904501904005343,0.0002574425937583198,S
0.0003640288723146288,0.00016536271063828135,S
0.0003766006016372008,7.539614221218781e-05,S
0.00036981999952595334,0.00014487476058562727,S
0.00045755216102071885,0.0001322221301705472,S
0.00023475158355999525,0.0004267014453256152,S
0.00015441575058037948,0.00032521134988847074,P
6.393535752793302e-05,0.0002999306557567428,P
0.00010888467467557703,6.598842246258094e-05,P
0.00046193313873788,0.00020318248309418124,P
0.0004708722572988536,0.00027014417849566085,P
0.0006906581969438431,0.0004232810638355476,P
0.00047872742980536954,0.0005697846383881959,P
0.0010152481519276767,0.0009724918230953893,P
0.0014203925591270775,0.0011543379761943164,P
0.004365497206779123,0.0019137755712598738,P
0.0072599626463733915,0.002233186326284193,P
0.008560042642781982,0.0023935508338684378,P
0.00618219186073072,0.007659484301610441,P
0.005546104161399803,0.007506165675523396,P
0.003542107133413129,0.006528105136370247,P
0.002022263946940548,0.0007480940876476603,P
0.0004452940936100305,0.0003992689052261766,P
0.00027795403451277227,0.00018036802288214424,P
0.000512222102241813,0.000343254916464261,P
0.0008146101479313614,0.0006191530891489047,P
0.0015219896857150146,0.0011804544079451595,P
0.0025998299615531146,0.001749998860315535,P
0.0037599365526700215,0.0029852224251359087,P
0.005282044449743543,0.004993019483768363,P
0.006729223601559232,0.0053636956541588355,P
0.05099083683752963,0.03577056385774401,P
0.014319753244365914,0.022257805658863462,P
0.011720771855017504,0.01791371985094846,P
0.008461967614888028,5.353208043945678e-05,H
0.016275190815046744,0.0029081451886741484,H
0.022722643314330278,0.004799543057130936,H
0.0007516383895793104,0.0008868621884071091,H
0.011247139490162584,0.001053056703545331,H
0.01770860915431604,0.00251129093783908,H
0.0002907048430725478,0.0003572415424230647,H
0.0008929241486108155,3.3505403976574725e-05,H
0.0007656574451377247,0.00016162129942991438,H
0.00011254597314817158,9.059706111518267e-05,H
0.0011646168793729456,2.6149266074176472e-05,H
0.001094893239756489,0.0001551160530040076,H
0.0010315925291155853,0.00021417946682731253,H
1.3677029873124673e-05,0.00015019698791088267,H
3.587881065046393e-06,5.024701701705985e-06,H
1.118003456551625e-06,2.108021322225422e-06,H
3.0969878031035176e-07,1.9093886012459535e-07,H
1.0820799876625785e-06,4.521622483059719e-07,H
1.1524520899090965e-06,1.1974145279247756e-06,H
7.22797248387054e-07,1.017329316047145e-06,H
7.198851925889082e-07,8.923886098907126e-07,H
3.721138746403141e-07,7.196958367949451e-05,H
6.749211722002048e-05,6.152713687070473e-05,H
0.0031348152724911637,0.0001689725517177127,H
0.0032026972497759673,0.00045749107062412236,H
1.6419285294091485e-05,0.0003432553609637398,H
0.0034233771174523764,0.00017244520325454605,H
5.563507582501211e-06,6.200277146657613e-06,H
1.827663669776844e-05,0.0003118661133479814,H
1.0813455185376917e-05,0.00016269830602942768,H
0.003922855747649755,0.0007426517490511265,H
1.4348131697234443e-05,9.812273092492809e-05,H
1.2094892709326701e-05,1.282243449728118e-05,H
1.1573870535487411e-05,8.427275831256916e-05,H
8.275446811550538e-06,2.135860069689571e-05,H
3.073801018665252e-06,8.117847289240742e-06,H
9.517526525335856e-07,6.0860556446310265e-06,H
3.93354847192773e-05,0.00020736117717325275,H
0.0009341535292084078,0.0006772878757519792,H
0.0008813233833387331,0.000197676007367058,H
0.0009529413599164826,0.00028375123240509685,H
4.111460594980046e-05,2.9969473931673973e-05,H
2.5072899908449482e-05,5.284213754641064e-06,H
3.389695336273971e-05,6.05327280562314e-07,H
5.4262295654089945e-05,1.3841093659348532e-07,H
0.0001604144363390731,3.785062235588457e-05,H
2.8366664242751286e-05,6.146690594622156e-07,H
1.2788497361355636e-05,3.965980320598203e-06,H
2.041395224186928e-06,3.0678030255848868e-06,H
0.0005840237988024575,4.149575289137314e-06,H
0.0006660860137717654,0.00029930254391159555,H
1.910800191760802e-05,3.7681473302127636e-06,H
9.854891453613318e-06,5.626219277956659e-06,H
6.101097376505852e-06,1.7889386946089334e-05,H
0.0008553970617536915,5.1159873289809815e-06,H
0.004159864266359456,2.5326262045244144e-05,H
0.004498620546656607,0.00027731111728263714,H
0.005951899324837681,2.0181024973356308e-05,H
0.002568930242704387,4.7341494924866985e-05,H
0.001309139923784213,0.0001285775703639215,H
0.0038490913452418458,0.0021932959680430225,H
0.003890076012353302,0.0024911031186531855,H
