frame,verdadeiro,classificado,rotulo_d,saida_d,rotulo_p,saida_p,rotulo_h,saida_h,rotulo_s,saida_s,rotulo_r,saida_r
1626,D,D,D,-2.3733,NP,-2.7859,NH,1.21,NS,-1.6383,NR,-2.8973
1627,D,D,D,-2.4059,NP,-2.9026,NH,1.1772,NS,-1.5928,NR,-2.8278
1628,D,D,D,-2.3881,NP,-2.8996,NH,1.1523,NS,-1.8199,NR,-2.8827
1629,D,D,D,-2.482,NP,-2.9766,NH,1.16,NS,-1.7601,NR,-3.0078
1630,D,D,D,-2.6272,NP,-2.9508,NH,1.1355,NS,-1.8234,NR,-2.9957
1631,D,D,D,-2.7374,NP,-3.0216,NH,1.0085,NS,-1.7745,NR,-3.1833
1632,D,D,D,-2.3588,NP,-2.8858,NH,1.1251,NS,-1.5096,NR,-2.9442
1633,D,D,D,-2.7393,NP,-2.7845,NH,1.2136,NS,-1.6245,NR,-3.2809
1634,D,D,D,-2.6601,NP,-2.8395,NH,1.1582,NS,-1.6439,NR,-3.1905
1635,D,D,D,-2.8191,NP,-2.7968,NH,1.2071,NS,-1.8239,NR,-3.3743
1636,D,D,D,-2.7115,NP,-2.7996,NH,1.2103,NS,-1.7864,NR,-3.4677
1637,D,D,D,-2.5684,NP,-2.7438,NH,1.2675,NS,-1.8404,NR,-3.1749
1638,D,D,D,-2.5194,NP,-2.7038,NH,1.2101,NS,-1.7137,NR,-3.3556
1639,D,D,D,-2.1459,NP,-2.6448,NH,1.3479,NS,-1.5484,NR,-2.9829
1640,D,D,D,-2.2793,NP,-2.5849,NH,1.3044,NS,-1.8087,NR,-3.1545
1641,D,D,D,-2.6607,NP,-2.5553,NH,1.3243,NS,-2.0062,NR,-3.4192
1642,D,D,D,-2.8722,NP,-2.5399,NH,1.3565,NS,-2.1016,NR,-3.6031
1643,D,D,D,-3.0246,NP,-2.5302,NH,1.507,NS,-2.1531,NR,-3.774
1644,D,D,D,-3.1269,NP,-2.4932,NH,1.6834,NS,-2.0865,NR,-3.7117
1645,D,D,D,-3.5109,NP,-2.5204,NH,1.6799,NS,-2.0579,NR,-4.2078
1646,D,D,D,-3.2502,NP,-2.5558,NH,1.8163,NS,-1.8878,NR,-3.8919
1647,D,D,D,-3.1324,NP,-2.6019,NH,1.7474,NS,-2.0018,NR,-3.7951
1648,D,D,D,-3.1497,NP,-2.595,NH,1.7905,NS,-1.8346,NR,-3.909
1649,D,D,D,-2.5072,NP,-2.6254,NH,1.7775,NS,-1.7348,NR,-3.186
1650,D,D,D,-2.6326,NP,-2.6446,NH,1.6728,NS,-1.6756,NR,-3.3691
1651,D,D,D,-2.5362,NP,-2.4872,NH,1.539,NS,-1.4422,NR,-3.3956
1652,D,D,D,-2.4535,NP,-2.3144,NH,1.3475,NS,-1.3354,NR,-3.3269
1653,D,D,D,-2.6373,NP,-2.3269,NH,1.355,NS,-1.6641,NR,-3.1742
1654,D,D,D,-2.7703,NP,-2.3192,NH,1.3875,NS,-1.2093,NR,-3.6952
1655,D,D,D,-3.0406,NP,-2.2643,NH,1.4521,NS,-1.1557,NR,-3.9602
1656,D,D,D,-3.1028,NP,-2.2682,NH,1.4692,NS,-1.3434,NR,-3.8362
1657,D,D,D,-2.6941,NP,-2.3325,NH,1.4863,NS,-1.3909,NR,-3.4225
1658,D,D,D,-2.4077,NP,-2.3798,NH,1.424,NS,-1.0826,NR,-3.5448
1659,D,D,D,-2.157,NP,-2.4053,NH,1.2675,NS,-1.3375,NR,-3.1441
1660,D,D,D,-2.2681,NP,-2.3953,NH,1.4631,NS,-1.529,NR,-3.0282
1661,D,D,D,-1.9273,NP,-2.4079,NH,1.4555,NS,-1.3873,NR,-2.9142
1662,D,D,D,-2.2931,NP,-2.2958,NH,1.4737,NS,-1.6299,NR,-3.2945
1663,D,D,D,-2.8931,NP,-2.2119,NH,1.5006,NS,-1.9557,NR,-3.7523
1664,D,D,D,-3.4636,NP,-2.1646,NH,1.5806,NS,-2.1382,NR,-4.1347
1665,D,D,D,-3.9303,NP,-2.1571,NH,1.5369,NS,-2.1787,NR,-4.6958
1666,D,D,D,-3.8867,NP,-2.1958,NH,1.5352,NS,-1.8168,NR,-4.8696
1667,D,D,D,-3.7734,NP,-2.2851,NH,1.719,NS,-1.7736,NR,-4.5558
1668,D,D,D,-3.1389,NP,-2.3249,NH,1.7267,NS,-1.5967,NR,-4.0922
1669,D,D,D,-2.9326,NP,-2.346,NH,1.6948,NS,-1.5005,NR,-3.916
1670,D,D,D,-3.1659,NP,-2.3366,NH,1.6936,NS,-1.7555,NR,-4.0647
1671,D,D,D,-3.1615,NP,-2.3433,NH,1.6732,NS,-1.8892,NR,-4.0098
1672,D,D,D,-2.6812,NP,-2.3112,NH,1.6329,NS,-1.8658,NR,-3.6817
1673,D,D,D,-2.8211,NP,-2.2903,NH,1.6683,NS,-1.7502,NR,-3.8324
1674,D,D,D,-3.0551,NP,-2.2722,NH,1.7257,NS,-1.5613,NR,-4.2477
1675,D,D,D,-2.8928,NP,-2.3049,NH,1.7218,NS,-1.5369,NR,-4.1188
1676,D,D,D,-2.8018,NP,-2.3088,NH,1.7021,NS,-1.6776,NR,-3.8592
1677,D,D,D,-2.389,NP,-2.2883,NH,1.676,NS,-1.4081,NR,-3.6725
1678,D,D,D,-2.437,NP,-2.2114,NH,1.7214,NS,-1.5562,NR,-3.4689
1679,D,D,D,-2.4398,NP,-2.1902,NH,1.7393,NS,-1.5742,NR,-3.3758
1680,D,D,D,-2.395,NP,-2.2275,NH,1.7177,NS,-1.4729,NR,-3.3585
1681,D,D,D,-2.1663,NP,-2.2998,NH,1.6558,NS,-1.534,NR,-3.0828
1682,D,D,D,-2.381,NP,-2.364,NH,1.6108,NS,-1.7108,NR,-3.0935
1683,D,D,D,-2.6806,NP,-2.2662,NH,1.685,NS,-1.5989,NR,-3.3681
1684,D,D,D,-2.7495,NP,-2.2206,NH,1.6927,NS,-1.6661,NR,-3.4923
1685,D,D,D,-3.0972,NP,-2.211,NH,1.6578,NS,-1.6735,NR,-3.765
1686,D,D,D,-3.3265,NP,-2.076,NH,1.625,NS,-2.0468,NR,-3.7926
1687,D,D,D,-3.0427,NP,-1.9118,NH,1.5527,NS,-2.6375,NR,-3.2778
1688,D,D,D,-2.7603,NP,-1.946,NH,1.4924,NS,-2.258,NR,-3.2688
1689,D,D,D,-3.0936,NP,-2.0959,NH,1.5897,NS,-1.7936,NR,-3.5981
1690,D,D,D,-2.7547,NP,-2.2593,NH,1.6572,NS,-2.1108,NR,-3.1526
1691,D,D,D,-2.5183,NP,-2.2463,NH,1.6416,NS,-2.2138,NR,-2.8747
1692,D,D,D,-2.0748,NP,-2.2301,NH,1.5251,NS,-1.7919,NR,-2.5821
1693,D,D,D,-2.1877,NP,-2.3951,NH,1.5802,NS,-1.7053,NR,-2.9534
1694,D,D,D,-2.9615,NP,-2.6582,NH,1.7201,NS,-2.0056,NR,-3.5602
1695,D,D,D,-2.908,NP,-2.6785,NH,1.7293,NS,-1.8464,NR,-3.5737
1696,D,D,D,-2.8856,NP,-2.6347,NH,1.708,NS,-2.135,NR,-3.5593
1697,D,D,D,-2.793,NP,-2.5829,NH,1.6545,NS,-2.1503,NR,-3.5696
1698,D,D,D,-2.8663,NP,-2.4806,NH,1.5477,NS,-2.0567,NR,-3.504
1699,D,D,D,-3.0737,NP,-2.4782,NH,1.4868,NS,-2.2887,NR,-3.492
1700,D,D,D,-2.531,NP,-2.4234,NH,1.3963,NS,-1.8584,NR,-3.1197
1701,D,D,D,-1.9324,NP,-2.1352,NH,1.3457,NS,-1.414,NR,-2.8627
1702,D,D,D,-1.5927,NP,-1.8536,NH,1.2872,NS,-1.1897,NR,-2.4918
1703,D,D,D,-1.0127,NP,-1.6015,NH,1.2157,NS,-0.9521,NR,-2.0617
1704,D,D,D,-0.7155,NP,-1.3565,NH,1.1552,NS,-0.7458,NR,-1.7769
1705,D,D,D,-0.4541,NP,-1.1257,NH,1.0866,NS,-0.5143,NR,-1.4637
1706,D,D,D,-0.1219,NP,-0.9653,NH,1.0422,NS,-0.4045,NR,-1.1667
1707,D,D,ND,0.0746,NP,-0.8615,NH,1.0154,NS,-0.2747,NR,-1.0573
1708,D,D,ND,0.1877,NP,-0.7862,NH,0.9904,NS,-0.2198,NR,-1.0121
1709,D,D,ND,0.2058,NP,-0.7307,NH,0.9697,NS,-0.2391,NR,-0.9968
1710,D,S,ND,0.2907,NP,-0.69,NH,0.9548,NS,-0.2193,NR,-0.956
1711,D,S,ND,0.3402,NP,-0.6653,NH,0.9434,NS,-0.1956,NR,-0.9259
1712,D,S,ND,0.3381,NP,-0.6461,NH,0.9354,NS,-0.1962,NR,-0.9196
1713,D,S,ND,0.3821,NP,-0.6324,NH,0.9309,NS,-0.1702,NR,-0.9193
1714,D,S,ND,0.3658,NP,-0.6238,NH,0.9278,NS,-0.1744,NR,-0.9283
1715,D,S,ND,0.3967,NP,-0.6183,NH,0.9252,NS,-0.1565,NR,-0.9227
1716,D,S,ND,0.4302,NP,-0.6091,NH,0.9222,NS,-0.138,NR,-0.9174
1717,D,S,ND,0.4527,NP,-0.5975,NH,0.9189,NS,-0.1196,NR,-0.9211
1718,D,S,ND,0.458,NP,-0.5975,NH,0.9179,NS,-0.1102,NR,-0.9292
1719,D,S,ND,0.4546,NP,-0.5958,NH,0.9171,NS,-0.109,NR,-0.9395
1720,D,S,ND,0.4352,NP,-0.5931,NH,0.9161,NS,-0.1116,NR,-0.9561
1721,D,S,ND,0.4042,NP,-0.5922,NH,0.9158,NS,-0.1207,NR,-0.9766
1722,D,S,ND,0.4034,NP,-0.5884,NH,0.9152,NS,-0.1301,NR,-0.9741
1723,D,S,ND,0.4272,NP,-0.5869,NH,0.9148,NS,-0.1119,NR,-0.9776
1724,D,S,ND,0.4154,NP,-0.5862,NH,0.9141,NS,-0.117,NR,-0.9812
1725,D,S,ND,0.4032,NP,-0.5842,NH,0.9138,NS,-0.1244,NR,-0.9787
1726,D,S,ND,0.4215,NP,-0.5827,NH,0.9135,NS,-0.1166,NR,-0.9704
1727,D,S,ND,0.4428,NP,-0.5815,NH,0.9132,NS,-0.1176,NR,-0.964
1728,D,S,ND,0.4452,NP,-0.5817,NH,0.913,NS,-0.1222,NR,-0.9545
1729,D,S,ND,0.4567,NP,-0.5813,NH,0.9128,NS,-0.1223,NR,-0.9477
1730,D,S,ND,0.4575,NP,-0.5811,NH,0.9125,NS,-0.1323,NR,-0.9379
1731,D,S,ND,0.4568,NP,-0.5814,NH,0.9123,NS,-0.1343,NR,-0.9322
1732,D,S,ND,0.4817,NP,-0.5807,NH,0.9121,NS,-0.1275,NR,-0.9189
1733,D,S,ND,0.468,NP,-0.5796,NH,0.9119,NS,-0.135,NR,-0.9169
1734,D,S,ND,0.4612,NP,-0.5781,NH,0.9117,NS,-0.1378,NR,-0.9133
1735,D,S,ND,0.4525,NP,-0.5752,NH,0.9116,NS,-0.1421,NR,-0.9162
1736,D,S,ND,0.4366,NP,-0.5735,NH,0.9114,NS,-0.1534,NR,-0.9142
1737,D,S,ND,0.4381,NP,-0.5695,NH,0.9113,NS,-0.1548,NR,-0.9086
1738,P,S,ND,0.4317,NP,-0.5651,NH,0.9113,NS,-0.1619,NR,-0.9053
1739,P,S,ND,0.4277,NP,-0.5606,NH,0.9113,NS,-0.163,NR,-0.9084
1740,P,S,ND,0.4258,NP,-0.5564,NH,0.9114,NS,-0.1646,NR,-0.9105
1741,P,S,ND,0.4268,NP,-0.55,NH,0.9117,NS,-0.1652,NR,-0.9143
1742,P,S,ND,0.4309,NP,-0.5387,NH,0.9123,NS,-0.1633,NR,-0.9206
1743,P,S,ND,0.4289,NP,-0.525,NH,0.9132,NS,-0.1695,NR,-0.9306
1744,P,S,ND,0.4239,NP,-0.504,NH,0.9145,NS,-0.1807,NR,-0.94
1745,S,S,ND,0.4215,NP,-0.4749,NH,0.9162,NS,-0.1961,NR,-0.9514
1746,S,S,ND,0.4018,NP,-0.4502,NH,0.918,NS,-0.2206,NR,-0.9737
1747,S,S,ND,0.3611,NP,-0.4341,NH,0.9198,NS,-0.2451,NR,-1.0043
1748,S,S,ND,0.3138,NP,-0.4181,NH,0.9218,NS,-0.2672,NR,-1.0447
1749,S,D,ND,0.2415,NP,-0.4037,NH,0.9238,NS,-0.2972,NR,-1.1002
1750,S,D,ND,0.1812,NP,-0.432,NH,0.9249,NS,-0.2947,NR,-1.1291
1751,S,D,ND,0.0813,NP,-0.4652,NH,0.9267,NS,-0.3186,NR,-1.1845
1752,R,D,D,-0.1058,NP,-0.5121,NH,0.9289,NS,-0.3856,NR,-1.2747
1753,R,D,D,-0.2513,NP,-0.5587,NH,0.9324,NS,-0.4433,NR,-1.3556
1754,R,D,D,-0.4229,NP,-0.5985,NH,0.9385,NS,-0.509,NR,-1.4691
1755,R,D,D,-0.7343,NP,-0.6654,NH,0.945,NS,-0.6652,NR,-1.5522
1756,R,D,D,-0.867,NP,-0.7546,NH,0.9494,NS,-0.707,NR,-1.5597
1757,R,D,D,-0.982,NP,-0.7509,NH,0.953,NS,-0.7545,NR,-1.6472
1758,R,D,D,-1.0945,NP,-0.7776,NH,0.9581,NS,-0.9086,NR,-1.6434
1759,R,D,D,-1.201,NP,-0.8591,NH,0.9662,NS,-1.0035,NR,-1.5927
1760,D,D,D,-1.1436,NP,-0.8453,NH,0.9656,NS,-0.9937,NR,-1.5742
1761,D,D,D,-1.16,NP,-0.8571,NH,0.9628,NS,-0.995,NR,-1.5728
1762,D,D,D,-1.1481,NP,-0.8651,NH,0.9611,NS,-0.9729,NR,-1.543
1763,D,D,D,-1.217,NP,-0.8388,NH,0.9617,NS,-0.9689,NR,-1.675
1764,D,D,D,-1.2515,NP,-0.8571,NH,0.9655,NS,-1.0053,NR,-1.6651
1765,D,D,D,-1.0804,NP,-0.8426,NH,0.963,NS,-0.9219,NR,-1.5568
1766,D,D,D,-1.1335,NP,-0.839,NH,0.9635,NS,-0.9817,NR,-1.563
1767,D,D,D,-1.1674,NP,-0.8466,NH,0.9643,NS,-1.0204,NR,-1.589
1768,D,D,D,-1.173,NP,-0.847,NH,0.9646,NS,-0.9762,NR,-1.6521
1769,D,D,D,-1.2242,NP,-0.8388,NH,0.9646,NS,-0.9822,NR,-1.6489
1770,D,D,D,-1.1864,NP,-0.8289,NH,0.9626,NS,-1.0098,NR,-1.5934
1771,D,D,D,-1.1126,NP,-0.8331,NH,0.9615,NS,-1.012,NR,-1.5397
1772,D,D,D,-1.0957,NP,-0.8179,NH,0.9611,NS,-0.9992,NR,-1.5633
1773,D,D,D,-1.1851,NP,-0.8214,NH,0.9612,NS,-0.9903,NR,-1.6511
1774,D,D,D,-1.1808,NP,-0.8203,NH,0.961,NS,-1.0001,NR,-1.6098
1775,D,D,D,-1.1067,NP,-0.8224,NH,0.9606,NS,-0.9615,NR,-1.5556
1776,D,D,D,-1.1007,NP,-0.8246,NH,0.9598,NS,-0.9633,NR,-1.5613
1777,D,D,D,-1.0837,NP,-0.815,NH,0.9603,NS,-0.9535,NR,-1.5706
1778,D,D,D,-1.1463,NP,-0.8145,NH,0.9612,NS,-0.9954,NR,-1.601
1779,D,D,D,-1.1886,NP,-0.8218,NH,0.9626,NS,-1.0004,NR,-1.6234
1780,D,D,D,-1.1766,NP,-0.8334,NH,0.9621,NS,-0.9679,NR,-1.6363
1781,D,D,D,-1.1934,NP,-0.8415,NH,0.9631,NS,-1.0155,NR,-1.6222
1782,D,D,D,-1.1508,NP,-0.8331,NH,0.9647,NS,-1.0021,NR,-1.5985
1783,D,D,D,-1.1924,NP,-0.8309,NH,0.9654,NS,-1.012,NR,-1.6431
1784,D,D,D,-1.2502,NP,-0.8297,NH,0.9657,NS,-1.0174,NR,-1.6919
1785,D,D,D,-1.3104,NP,-0.8252,NH,0.9662,NS,-1.0465,NR,-1.7344
1786,D,D,D,-1.2547,NP,-0.8227,NH,0.9662,NS,-1.1098,NR,-1.6689
1787,D,D,D,-1.1514,NP,-0.8103,NH,0.9664,NS,-1.0185,NR,-1.6632
1788,D,D,D,-1.2812,NP,-0.8143,NH,0.9695,NS,-1.0406,NR,-1.7611
1789,D,D,D,-1.3501,NP,-0.8152,NH,0.9721,NS,-1.1083,NR,-1.7582
1790,D,D,D,-1.2048,NP,-0.7828,NH,0.9705,NS,-1.0115,NR,-1.7129
1791,D,D,D,-1.0649,NP,-0.7584,NH,0.9647,NS,-0.9678,NR,-1.6764
1792,D,D,D,-1.0999,NP,-0.7752,NH,0.9616,NS,-1.0505,NR,-1.5696
1793,D,D,D,-1.0853,NP,-0.7746,NH,0.9634,NS,-1.0163,NR,-1.5674
1794,D,D,D,-0.95,NP,-0.7626,NH,0.9635,NS,-0.966,NR,-1.4601
1795,D,D,D,-0.8948,NP,-0.7651,NH,0.964,NS,-0.8953,NR,-1.4537
1796,D,D,D,-0.994,NP,-0.7465,NH,0.9664,NS,-0.9783,NR,-1.5321
1797,D,D,D,-1.0147,NP,-0.7443,NH,0.9661,NS,-1.0211,NR,-1.598
1798,D,D,D,-1.0468,NP,-0.7538,NH,0.9669,NS,-0.9244,NR,-1.7353
1799,D,D,D,-1.0738,NP,-0.7559,NH,0.9685,NS,-0.9052,NR,-1.7103
1800,D,D,D,-1.0931,NP,-0.7611,NH,0.9677,NS,-0.9966,NR,-1.5636
1801,D,D,D,-0.9179,NP,-0.7748,NH,0.9674,NS,-0.9194,NR,-1.3882
1802,D,D,D,-0.8283,NP,-0.7641,NH,0.9693,NS,-0.9005,NR,-1.4436
1803,D,D,D,-1.087,NP,-0.7683,NH,0.9727,NS,-1.0447,NR,-1.6258
1804,D,D,D,-1.1981,NP,-0.8124,NH,0.975,NS,-1.0419,NR,-1.6597
1805,D,D,D,-1.2718,NP,-0.7849,NH,0.9722,NS,-1.025,NR,-1.7549
1806,D,D,D,-1.159,NP,-0.7697,NH,0.9715,NS,-0.9635,NR,-1.6945
1807,D,D,D,-0.9246,NP,-0.7854,NH,0.9761,NS,-0.9267,NR,-1.517
1808,D,D,D,-1.0,NP,-0.8033,NH,0.9791,NS,-1.028,NR,-1.4468
1809,D,D,D,-1.0886,NP,-0.8036,NH,0.9801,NS,-0.9547,NR,-1.5214
1810,D,D,D,-1.2912,NP,-0.8141,NH,0.979,NS,-1.0117,NR,-1.7096
1811,D,D,D,-1.4019,NP,-0.8206,NH,0.9797,NS,-1.1334,NR,-1.7494
1812,D,D,D,-1.2862,NP,-0.8175,NH,0.982,NS,-1.0681,NR,-1.723
1813,D,D,D,-1.2596,NP,-0.837,NH,0.9831,NS,-1.0741,NR,-1.6878
1814,D,D,D,-1.3121,NP,-0.8468,NH,0.9856,NS,-1.0746,NR,-1.6621
1815,D,D,D,-1.2282,NP,-0.8786,NH,0.9865,NS,-1.0265,NR,-1.6214
1816,D,D,D,-1.229,NP,-0.8752,NH,0.9859,NS,-1.1156,NR,-1.6046
1817,D,D,D,-1.2314,NP,-0.8711,NH,0.9846,NS,-0.9855,NR,-1.7019
1818,D,D,D,-1.2807,NP,-0.8668,NH,0.9843,NS,-1.0784,NR,-1.65
1819,D,D,D,-1.2697,NP,-0.8125,NH,0.9836,NS,-1.1731,NR,-1.5374
1820,D,D,D,-1.1963,NP,-0.8231,NH,0.9825,NS,-1.0487,NR,-1.5882
1821,D,D,D,-1.2181,NP,-0.8425,NH,0.9819,NS,-1.0763,NR,-1.6777
1822,D,D,D,-1.3908,NP,-0.8644,NH,0.9859,NS,-1.0777,NR,-1.7733
1823,D,D,D,-1.2219,NP,-0.8749,NH,0.9875,NS,-0.9845,NR,-1.7024
1824,D,D,D,-1.1562,NP,-0.865,NH,0.9891,NS,-0.9662,NR,-1.682
1825,D,D,D,-1.2962,NP,-0.8442,NH,0.9885,NS,-1.0454,NR,-1.7269
1826,D,D,D,-1.3942,NP,-0.8084,NH,0.9882,NS,-1.1944,NR,-1.7881
1827,D,D,D,-1.4607,NP,-0.7749,NH,0.9874,NS,-1.2292,NR,-1.8582
1828,D,D,D,-1.3563,NP,-0.7871,NH,0.9904,NS,-1.0969,NR,-1.9182
1829,D,D,D,-1.1774,NP,-0.8177,NH,0.9898,NS,-1.0802,NR,-1.7399
1830,D,D,D,-1.3046,NP,-0.828,NH,0.9852,NS,-1.0738,NR,-1.6862
1831,D,D,D,-1.1485,NP,-0.8274,NH,0.9785,NS,-0.9799,NR,-1.6859
1832,D,D,D,-1.0965,NP,-0.7806,NH,0.9732,NS,-0.9603,NR,-1.6812
1833,D,D,D,-0.9881,NP,-0.7965,NH,0.9721,NS,-0.9427,NR,-1.5872
1834,D,D,D,-0.7452,NP,-0.8131,NH,0.9628,NS,-0.8485,NR,-1.3356
1835,D,D,D,-0.4364,NP,-0.7483,NH,0.9443,NS,-0.6378,NR,-1.2414
1836,D,D,D,-0.2014,NP,-0.7142,NH,0.9327,NS,-0.4952,NR,-1.1532
1837,D,D,ND,0.0363,NP,-0.6778,NH,0.9244,NS,-0.3723,NR,-1.0509
1838,D,D,ND,0.1885,NP,-0.6513,NH,0.9218,NS,-0.2853,NR,-0.9809
1839,D,S,ND,0.2702,NP,-0.6368,NH,0.9215,NS,-0.2508,NR,-0.932
1840,D,S,ND,0.319,NP,-0.6248,NH,0.9213,NS,-0.2317,NR,-0.9042
1841,D,S,ND,0.3456,NP,-0.616,NH,0.921,NS,-0.2201,NR,-0.8921
1842,D,S,ND,0.3589,NP,-0.6109,NH,0.9209,NS,-0.2136,NR,-0.8865
1843,D,S,ND,0.3811,NP,-0.6027,NH,0.92,NS,-0.2003,NR,-0.8808
1844,D,S,ND,0.3916,NP,-0.5993,NH,0.9194,NS,-0.1937,NR,-0.8794
1845,D,S,ND,0.3904,NP,-0.5995,NH,0.9195,NS,-0.1942,NR,-0.8797
1846,D,S,ND,0.3878,NP,-0.6002,NH,0.9196,NS,-0.1957,NR,-0.88
1847,D,S,ND,0.385,NP,-0.6009,NH,0.9198,NS,-0.1973,NR,-0.8802
1848,D,S,ND,0.3813,NP,-0.602,NH,0.92,NS,-0.1994,NR,-0.8805
1849,D,S,ND,0.3774,NP,-0.6031,NH,0.9202,NS,-0.2017,NR,-0.8809
1850,D,S,ND,0.3728,NP,-0.6045,NH,0.9205,NS,-0.2044,NR,-0.8813
1851,D,S,ND,0.3669,NP,-0.6062,NH,0.9208,NS,-0.2079,NR,-0.8818
1852,D,S,ND,0.3599,NP,-0.6082,NH,0.9213,NS,-0.2119,NR,-0.8824
1853,D,S,ND,0.3517,NP,-0.6105,NH,0.9217,NS,-0.2166,NR,-0.8831
1854,D,S,ND,0.3407,NP,-0.6137,NH,0.9224,NS,-0.223,NR,-0.884
1855,D,S,ND,0.3292,NP,-0.617,NH,0.923,NS,-0.2297,NR,-0.885
1856,D,S,ND,0.3181,NP,-0.6202,NH,0.9236,NS,-0.2361,NR,-0.886
1857,D,S,ND,0.3042,NP,-0.6241,NH,0.9245,NS,-0.2443,NR,-0.8872
1858,D,S,ND,0.2938,NP,-0.6273,NH,0.9251,NS,-0.2501,NR,-0.8881
1859,D,S,ND,0.2799,NP,-0.6331,NH,0.9257,NS,-0.2568,NR,-0.8891
1860,D,S,ND,0.2698,NP,-0.6355,NH,0.9264,NS,-0.2638,NR,-0.8901
1861,D,D,ND,0.269,NP,-0.6285,NH,0.9271,NS,-0.2702,NR,-0.8911
1862,D,D,ND,0.2715,NP,-0.6184,NH,0.9276,NS,-0.2759,NR,-0.892
1863,D,D,ND,0.2709,NP,-0.6108,NH,0.9283,NS,-0.2824,NR,-0.8929
1864,D,D,ND,0.2645,NP,-0.6165,NH,0.9283,NS,-0.2829,NR,-0.893
1865,D,D,ND,0.2601,NP,-0.6172,NH,0.9286,NS,-0.2857,NR,-0.8934
1866,D,D,ND,0.2526,NP,-0.6221,NH,0.9289,NS,-0.2881,NR,-0.8938
1867,D,D,ND,0.2414,NP,-0.6329,NH,0.9291,NS,-0.2904,NR,-0.8941
1868,D,D,ND,0.2315,NP,-0.6419,NH,0.9293,NS,-0.2926,NR,-0.8944
1869,D,D,ND,0.2452,NP,-0.6244,NH,0.9295,NS,-0.2944,NR,-0.8947
1870,D,S,ND,0.3839,NP,-0.4908,NH,0.9289,NS,-0.2889,NR,-0.8939
1871,P,S,ND,0.5547,NP,-0.3227,NH,0.9289,NS,-0.2882,NR,-0.8938
1872,P,P,ND,0.6238,NP,-0.2534,NH,0.9292,NS,-0.2907,NR,-0.8943
1873,P,P,ND,0.6443,NP,-0.2192,NH,0.9305,NS,-0.3006,NR,-0.8962
1874,P,P,ND,0.6753,NP,-0.1611,NH,0.9332,NS,-0.3187,NR,-0.9002
1875,P,P,ND,0.6732,NP,-0.1639,NH,0.9332,NS,-0.3164,NR,-0.9002
1876,P,P,ND,0.6704,NP,-0.1705,NH,0.9336,NS,-0.3117,NR,-0.9007
1877,P,P,ND,0.6726,NP,-0.1453,NH,0.934,NS,-0.3316,NR,-0.9014
1878,P,P,ND,0.6779,NP,-0.1244,NH,0.9349,NS,-0.3447,NR,-0.9028
1879,S,P,ND,0.6814,NP,-0.1167,NH,0.9355,NS,-0.3497,NR,-0.9038
1880,S,P,ND,0.6809,NP,-0.1219,NH,0.9356,NS,-0.3456,NR,-0.9038
1881,S,P,ND,0.678,P,0.0178,NH,0.9351,NS,-0.4911,NR,-0.9031
1882,S,P,ND,0.6742,NP,-0.0636,NH,0.9343,NS,-0.4144,NR,-0.9022
1883,S,P,ND,0.6727,P,0.0317,NH,0.9339,NS,-0.5117,NR,-0.9019
1884,S,P,ND,0.6751,NP,-0.072,NH,0.9345,NS,-0.4042,NR,-0.9028
1885,S,P,ND,0.6857,NP,-0.1919,NH,0.9366,NS,-0.2688,NR,-0.9064
1886,S,P,ND,0.6999,NP,-0.1948,NH,0.9395,NS,-0.2451,NR,-0.9113
1887,S,S,ND,0.7061,NP,-0.2665,NH,0.9407,NS,-0.1641,NR,-0.9138
1888,S,S,ND,0.7127,NP,-0.2911,NH,0.9421,NS,-0.1297,NR,-0.9165
1889,S,S,ND,0.7162,NP,-0.3134,NH,0.9428,NS,-0.1017,NR,-0.9183
1890,S,S,ND,0.7177,NP,-0.3678,NH,0.9431,NS,-0.0441,NR,-0.9195
1891,S,S,ND,0.7182,NP,-0.4802,NH,0.9432,S,0.0701,NR,-0.9205
1892,S,S,ND,0.7158,NP,-0.5189,NH,0.9427,S,0.1055,NR,-0.9201
1893,S,S,ND,0.5607,NP,-0.5475,NH,0.9114,NS,-0.0942,NR,-0.8679
1894,S,S,ND,0.5542,NP,-0.552,NH,0.9101,NS,-0.0992,NR,-0.8657
1895,S,S,ND,0.5538,NP,-0.5523,NH,0.91,NS,-0.0995,NR,-0.8656
1896,S,S,ND,0.5538,NP,-0.5523,NH,0.91,NS,-0.0995,NR,-0.8656
1897,S,S,ND,0.5538,NP,-0.5523,NH,0.91,NS,-0.0995,NR,-0.8656
1898,S,S,ND,0.5538,NP,-0.5523,NH,0.91,NS,-0.0995,NR,-0.8656
1899,S,S,ND,0.5538,NP,-0.5523,NH,0.91,NS,-0.0995,NR,-0.8656
1900,S,S,ND,0.5538,NP,-0.5523,NH,0.91,NS,-0.0995,NR,-0.8656
1901,S,S,ND,0.5538,NP,-0.5523,NH,0.91,NS,-0.0995,NR,-0.8656
1902,S,S,ND,0.5538,NP,-0.5523,NH,0.91,NS,-0.0995,NR,-0.8656
1903,S,S,ND,0.5538,NP,-0.5523,NH,0.91,NS,-0.0995,NR,-0.8656
1904,S,S,ND,0.5538,NP,-0.5523,NH,0.91,NS,-0.0995,NR,-0.8656
1905,S,S,ND,0.5538,NP,-0.5523,NH,0.91,NS,-0.0995,NR,-0.8656
1906,S,S,ND,0.5538,NP,-0.5523,NH,0.91,NS,-0.0995,NR,-0.8656
